code,Sigungu,address,lon,lat
238431,芭芒谰,芭芒焙 芭芒谰 芭凯肺 90 芭芒谰荤公家 1摸 苛惑,127.9039,35.6880
238441,啊具谰,窃救焙 啊具谰 窃救措肺 505 啊具谰青沥汗瘤季磐 苛惑,128.4081,35.2723
238451,窃剧谰,窃剧焙 窃剧谰 绊款肺 35 窃剧焙没 刮盔豪荤苞 苛惑,127.7250,35.5203
238461,巢秦谰,巢秦焙 巢秦谰 唱秦措肺 2745 巢秦蜡硅巩切包 苛惑,127.8990,34.8319
238471,魂没谰,"魂没焙 魂没谰 魂浚没肺 6, 魂没焙 咯己雀包 苛惑",127.8741,35.4150
238491,狼飞谰,狼飞焙 狼飞谰 辑悼府 8辨 44(辑悼府) 辑悼积劝傍盔 瘤惑,128.2538,35.3158
238501,芒崇谰,芒崇焙 芒崇谰 快器2肺 1189-35 芒崇焙 焊扒家 沥脚扒碍汗瘤季磐 苛惑,128.4905,35.5438
238511,钦玫谰,钦玫焙 钦玫谰 吝居肺 61 钦玫谰荤公家 辆樊力 芒绊 苛惑,128.1576,35.5661
339111,捞档悼,力林矫 堡剧9辨 10 矫没喊包 3摸 苛惑,126.5324,33.5001
339112,楷悼,力林矫 巩楷肺 30 力林漂喊磊摹档 力2没荤 苛惑,126.5001,33.4886
339113,炼玫谰,力林矫 炼玫谰 炼玫府 1176-1 炼玫谰 眉腊包,126.6424,33.5379
339114,茄覆谰,力林矫 茄覆谰 茄覆府 887-2 茄覆谰 眉腊包,126.2681,33.4094
339121,悼全悼,辑蓖器矫 怕乞肺439锅辨 17,126.5653,33.2465
339122,己魂谰,辑蓖器矫 己魂谰 老林悼肺 4120锅辨 7 悼何家规辑,126.9101,33.4602
339131,措沥谰,辑蓖器矫 措沥谰 悼老窍葛肺149锅辨 21-8  措沥没家斥荐访包,126.2475,33.2279
339123,巢盔谰,辑蓖器矫 巢盔谰 巢茄肺 67 辑蓖器矫 悼何畴牢汗瘤雀包,126.7149,33.2843
831492,归飞档,克柳焙 归飞搁 楷拳府 魂 241-2,124.6340,37.9647
831494,楷乞档,克柳焙 楷乞搁 楷乞肺 485 (楷乞府 631) 窍唱雀包 苛惑,125.6996,37.6662
831495,匡档,克柳焙 傣利搁 匡档府 85 傈,125.9961,37.0250
534464,拜纺厚凯档,怕救焙 辟蕊疙 啊狼档辨 44-71 辑秦 辆钦 扁惑包螟家 苛惑,125.5579,36.6261
534484,寇楷档,焊飞矫 坷玫搁 寇楷档府 魂64 秋扁厘 糠,126.0825,36.2290
735126,富档,焙魂矫 苛档搁 富档府 魂1-4 富档 亲肺钎瘤包荤公家 郴,126.3157,35.8584
336462,救付档,康堡焙 倡岿搁 康寇府 魂 118 救付档 傍磐何瘤 ,126.0211,35.3458
336522,全档,傈巢 脚救焙 孺魂搁 全档府 95-97,125.2016,34.6971
336523,啊芭档,傈巢 脚救焙 孺魂搁 啊芭档府 魂 4 啊芭档 殿措何瘤 郴,125.0989,34.0949
437541,怕窍府,匡釜焙 辑搁 怕窍殿措辨 188 匡釜档 殿措,130.7967,37.5223
339312,绊魂府,力林矫 茄版搁 绊魂府 3762,126.1622,33.2925
831481,籍葛府,碍拳焙 伙魂搁 籍葛府 347-4  (秦捍 1935何措),126.2835,37.7054
831491,傣利档,旷柳焙 傣利搁 柳府 魂 35-4,126.1493,37.2330
131441,汲己搁,捞玫矫 汲己搁 脚鞘府 魂 88-6 困己傈颇皑矫季磐 何瘤 郴 瘤惑,127.5536,37.1375
131451,包牢搁,器玫矫 包牢搁 荤沥府 140 器玫磊楷付阑,127.2526,38.1238
131373,颇林,颇林矫 焙郴搁 烹老锰辨 220 厘窜免厘家 郴,126.7311,37.9062
131991,楷玫(DMZ),楷玫焙 吝搁 炔魂府 魂108-1,126.9737,38.1296
632421,埃己谰,绊己焙 埃己谰 汝府飞1辨 63,128.3852,38.2874
132993,牢力(DMZ),绊己焙 荐悼搁 脚藕府 魂6锅瘤 51楷措 44家檬 牢辟,128.2481,38.3896
132994,绊己(DMZ),绊己焙 荐悼搁 寇搁府 魂14锅瘤 22荤窜 56楷措,128.2803,38.5665
132401,规魂搁,剧备焙 家浅沥辨 212-24,127.9586,38.2244
632371,合乞搁,沥急焙 合乞搁 价籍辨 146-7 沥急焙 丑诀扁贱季磐,128.6648,37.4302
632431,摹厩魂,染己焙 碍覆搁 怕辆肺 42 碍覆搁荤公家,128.1251,37.3601
132991,枚盔(DMZ),枚盔焙 枚盔谰 伙疙府1345(6荤窜 2楷措 魂疙龋 牢辟),127.1695,38.3032
132992,拳玫(DMZ),拳玫焙 拳玫谰 浅魂府 魂269,127.7813,38.2274
633361,没玫搁,鲍魂焙 没玫搁 价巩肺傣乞辨 54-13 傣乞 刮盔豪荤角,127.8047,36.7309
633461,陛空,澜己焙 陛空谰 公必肺 370 陛空傍汲款悼厘 郴,127.6045,36.9941
534461,颇档府,怕救焙 家盔搁 颇档辨 51-19 颇档檬殿切背 牢辟,126.1344,36.7382
534341,荤邦搁,傍林矫 荤邦搁 付邦荤肺 293-106 荤邦吝切背,127.0309,36.5263
735351,款鞠搁,烙角焙 款鞠搁?没款肺 630-10 ?,127.1863,35.6105
735172,货父陛,何救焙 函魂搁 货父陛肺 470 啊仿硅荐癌巩包府家 郴,126.5592,35.6971
336451,价窜府,拳鉴焙 合搁 价窜辨 370-99,127.1751,35.1769
437371,(企尖) 瘤前搁,康傣焙 瘤前搁 脚救府魂6-2 瘤前沥荐厘 郴,129.2870,36.4477
437202,碍备搁,康傣焙 碍备搁 碍备府 167 碍备措霸绵备厘 ,129.3902,36.3629
437401,拳合搁,康玫矫 拳合搁 玫巩肺 2304-21,128.9278,36.1127
437411,救拌,狼己焙 救拌搁 困剧府 111 救拌沥荐厘郴,128.4564,36.3688
238481,巢惑搁,芭芒焙 巢惑搁 牢乞辨 36 巢惑搁荤公家 汗瘤雀包,127.9102,35.6432
238241,措魂搁,芒盔矫 狼芒备 措魂搁 哎傈肺99锅辨 100,128.6757,35.3731
238191,历备府,芭力矫 巢何搁 历备府 魂 116锅瘤,128.5873,34.7101
111122,茄碍措肺,侩魂备 茄碍措肺 405 辑匡开菊,126.9704,37.5491
111124,没拌玫肺,吝备 没拌玫肺 184 没拌4啊荤芭府 巢碍呼爹 菊,126.9981,37.5686
111125,辆肺,辆肺备 辆肺 169 辆功林瞒厘 菊,126.9965,37.5709
111143,碍函合肺,己悼备 碍函合肺 257 茄碍荤诀夯何糠,127.0420,37.5387
111153,(企尖) 悼措巩,吝备 厘面窜肺 228 悼措巩开荤巩拳傍盔 9锅免备,127.0079,37.5655
111154,全釜肺,悼措巩备 全釜肺 1 没樊府傈枚开 荤芭府 SC力老篮青 菊,127.0444,37.5805
111162,沥釜肺,己合备 沥釜肺 8-164 (辨澜伐橇),127.0260,37.6035
111202,脚锰肺,付器备 畴绊魂悼 57-62,126.9361,37.5551
111213,傍亲措肺,碍辑备 付邦悼 727-1091 (付邦开 吝居瞒肺沥幅厘 糠),126.8247,37.5602
111232,康殿器肺,康殿器备 康吝肺 37 (康殿器矫厘荤芭府),126.9046,37.5193
111242,悼累措肺,悼累备 悼累措肺 144 (捞荐开 合窜 滚胶吝居瞒肺),126.9803,37.4854
111263,档魂措肺,碍巢备 档魂措肺 104 (脚荤开2锅免备 菊),127.0203,37.5160
111264,碍巢措肺,辑檬备 碍巢措肺 201 辑檬备刮雀包 菊 吝居瞒肺,127.0357,37.4818
111275,玫龋措肺,碍悼备 玫龋措肺 1151(辨悼荤芭府 碍悼己葛夸剧捍盔 菊),127.1393,37.5341
111312,拳尔肺,畴盔备 拳尔肺 429 (怕釜涝备开 8锅 免备),127.0751,37.6177
111282,矫蕊措肺,陛玫备 刀魂悼 996-9 矫蕊措肺 茄剧荐磊牢酒颇飘 菊,126.8987,37.4750
221162,柯玫悼,悼贰备 吝居措肺 1335锅辨 24 悼贰瘤窍枚开 ,129.0778,35.2067
221131,檬樊悼,悼备 吝居措肺 349锅辨 辣蕊脚厘焙 悼惑 糠,129.0463,35.1267
221901,何魂合亲,悼备 面厘措肺 314 磊己措何滴(包傍急何滴),129.0557,35.1228
221902,何魂脚亲,碍辑备 脚亲巢肺 416 何魂脚亲促格利磐固澄(林) 苛惑,128.8343,35.0750
422113,(企尖) 巢魂悼,吝备 崔备国措肺 2088 利绞磊捍盔 清趋狼笼 菊,128.5913,35.8654
422202,捞邦悼,崔辑备 捞邦悼 1258-2 捞邦1悼 林刮季磐 糠,128.5115,35.8512
422133,乞府悼,辑备 烹切肺 217 措乞吝切背 郴,128.5625,35.8803
823633,籍官困,巢备 林救6悼 1587 籍官困 伙芭府,126.6908,37.4578
823634,何乞开,何乞备 何乞措肺88锅辨 19 何乞悼檬殿切背 苛惑,126.7242,37.5000
823703,价泅,悼备 价泅悼 119 价泅函傈家 沥巩 菊,126.6372,37.4819
823612,辑秦,吝备 亲悼7啊 1-110 辑秦措肺函,126.6312,37.4605
823636,巢悼,巢悼备 备岿悼 1544 档肺函,126.7068,37.4406
823653,吝豪,辑备 籍巢悼 660-2 合亲硅饶窜瘤 力1龋 肯面 踌瘤,126.6479,37.5035
324123,摹乞悼,辑备 摹乞悼 1242 吩单付飘惑公痢 扒呈祈 牢档,126.8533,35.1516
324134,款鞠悼,合备 款鞠1悼 99 橇赴胶龋炮 扒呈祈 牢档,126.8569,35.1761
525151,措蕊悼2,吝备 吝居肺 58 急拳季飘凡轰 酒颇飘 扒呈祈,127.4183,36.3239
525173,岿乞悼,辑备 岿乞悼 160-5 岿乞磊悼瞒辆钦矫厘 涝备,127.3542,36.3511
238126,脚沥肺,巢备 巩荐肺 436,129.3010,35.5333
238379,合何鉴券档肺,吝备 怕拳悼 310(合何鉴券档肺) GS LPG 面傈家(怕拳) 菊,129.2810,35.5580
131125,己巢措肺(葛鄂开),己巢矫 荐沥备 己巢措肺 1229锅瘤 葛鄂开荤芭府,127.1291,37.4332
131120,措空魄背肺(归泅悼),己巢矫 盒寸备 魄背悼 652-1 归泅背瞒肺,127.1026,37.3825
131116,版荐措肺(悼荐盔),荐盔矫 迫崔备 牢拌悼 1047 悼荐盔荤芭府,127.0307,37.2765
831155,价郴措肺(吝悼),何玫矫 价郴措肺 262 拌巢傍盔荤芭府,126.7584,37.5053
131383,归付肺(付滴开),绊剧矫 老魂悼备 厘亲2悼 888 春内酒荤芭府,126.7779,37.6520
131198,吝居措肺(绊儡悼),救魂矫 窜盔备 吝居措肺 822 P1七橇厘 郴,126.8281,37.3167
131414,吝何措肺(备哎悼),侩牢矫 扁蕊备 备哎悼 505-3 踌绞磊荤芭府,127.1137,37.2753
131532,陛鞠肺(脚厘悼),坷魂矫 陛鞠悼 542-14,127.0521,37.1711
131245,版冕肺,巢剧林矫 促魂悼 魂3109-4 档丑开 菊,127.1630,37.6088
131475,茄碍肺,辫器矫 厘扁悼 1924-4 茄碍肺荤芭府 瘤惑,126.6751,37.6491
131236,辑秦救肺,矫蕊矫 辑秦救肺 277 苛备傍盔 瘤惑 沸杭版扁厘 菊,126.7110,37.3526
132119,柯狼悼,冕玫矫 柯狼悼 155-11 柯狼荤芭府,127.7208,37.5656
533116,汗措悼,没林矫 蕊傣备 汗措悼 111 魂窜腊芭府 背瞒痢 堡厘,127.4470,36.6344
534114,己己悼,玫救矫 己己悼 1-23锅瘤 伙己措肺函,127.1323,36.8393
534446,厘犁府,酒魂矫 厘犁府 2116 厘犁府 档肺函,127.1001,36.7844
735116,辑脚悼,傈林矫 肯魂备 辑脚悼 884 烹老堡厘荤芭府,127.1230,35.8334
437111,快泅悼,器亲矫 合备 快芒悼 176-4 快泅荤芭府,129.3607,36.0525
238145,馆价肺,芒盔矫 狼芒备 盔捞措肺 450,128.6647,35.2342
339211,畴屈肺,力林矫 畴屈肺 918锅瘤 (畴屈坷芭府 堡厘),126.4800,33.4857
221903,何魂亲,碍辑备 脚亲巢肺 354 何魂脚亲父 郴 ,128.7848,35.5479
823901,版牢亲,辑备 坷幅悼 版牢亲 牢玫 牧抛捞呈 何滴 郴,126.5951,37.5665
823902,牢玫亲,吝备 亲悼7啊 1-48 牢玫亲 郴亲 24龋 芒绊 菊 何瘤,126.6269,37.4616
238902,匡魂亲,巢备 概鞠肺 96 5何滴,129.3845,35.5157
132902,宫龋亲,悼秦矫 烙亲肺 121 秦剧荐魂 荤公家 糠 ,129.1109,37.5479
132901,悼秦亲,悼秦矫 价沥肺 1147 辑何滴 函傈角 苛惑,129.1232,37.4898
534901,乞琶寸柳亲,寸柳矫 脚乞搁 概魂府 976 辑何滴 规颇力殿措 糠,126.8217,36.9684
534902,措魂亲,辑魂矫 措魂谰 措磷府 1114 措魂亲 傍盔何瘤,126.4266,37.0126
534903,厘亲亲,辑玫焙 厘亲谰 厘魂肺 270-3 厘亲秦剧荐魂 荤公家 苛惑,126.6903,36.0080
735901,焙魂亲,焙魂矫 辑秦肺 194 焙魂亲 5何滴 亲父包府角 苛惑,126.5865,35.9744
336903,咯荐亲,咯荐矫 咯按急磐固澄辨 17 咯荐咯按磐固澄 郴,127.7333,34.7379
336902,堡剧亲,堡剧矫 牧何滴肺 316 堡剧亲 牧抛捞呈 磐固澄 郴,127.6682,34.9076
336901,格器亲,康鞠焙 伙龋谰 侩寸府 2169-1 侩寸何滴 郴 ,126.3918,34.7710
437901,器亲亲,器亲矫 巢备 脚亲肺 99-98 力4何滴 牢辟,129.4149,36.0060
238901,付魂亲,芒盔矫 己魂备 利泅肺 424 ,128.5912,35.1918
